id,quarter,month,date,total_storage,volumes_digitised,images_digitised,digitised_size,volumes_uploaded,images_uploaded,image_storage_size,not_volumes,not_images,not_storage_size,volume_master,images_master,master_on_viewer,storage_master,estimated_storage_on_viwer,volumes_goobi,images_goobi,upload_goobi,storaged_used
4439,first,feb,2111-02-27,64,1187822.0,13935312.0,52886.54,462.0,16385882.0,7416.61,4676.0,92990.0,57.65,83724.0,42635049.0,82998.0,23458.69,11601.18,1.64,35.28,0.02,318.24
4440,first,mar,2111-03-06,64,1187968.0,13941235.0,55900.99,421.0,16384359.0,7417.28,4676.0,93065.0,57.67,83753.0,42648213.0,82960.0,23464.39,11434.45,1.63,35.31,0.62,318.33
4441,first,mar,2111-03-13,64,1188306.0,13937820.0,54638.87,396.0,16389409.0,7418.05,4676.0,93129.0,57.69,83801.0,42656371.0,82990.0,23475.18,11452.57,1.62,35.32,0.3,318.26
4442,first,mar,2111-03-20,64,1188596.0,13942187.0,55591.17,350.0,16394872.0,7415.91,4678.0,93175.0,57.73,83827.0,42663542.0,82998.0,23484.64,11437.28,1.63,35.33,1.34,318.31
4443,first,mar,2111-03-27,64,1188887.0,13945623.0,56129.65,323.0,16400928.0,7415.81,4679.0,93103.0,57.75,83849.0,42685640.0,83003.0,23491.74,11452.56,1.63,35.34,0.0,318.45
4444,second,apr,2111-04-03,64,1187734.0,13950929.0,56124.75,296.0,16407077.0,7422.2,4682.0,93072.0,57.76,83832.0,42697262.0,83024.0,23498.52,11367.36,1.62,35.35,6.1,318.68
4445,second,apr,2111-04-10,64,1187864.0,13957261.0,53258.3,281.0,16418928.0,7425.61,4682.0,93100.0,57.81,83841.0,42711541.0,83055.0,23517.9,11286.73,1.63,35.36,4.26,318.79
4446,second,apr,2111-04-17,64,1187895.0,13957419.0,53268.69,281.0,16418803.0,7425.67,4682.0,93100.0,57.81,83842.0,42711817.0,83058.0,23517.97,11286.9,1.63,35.36,4.6,318.79
4447,second,apr,2111-04-24,64,1187935.0,13957536.0,53302.35,281.0,16419000.0,7425.65,4683.0,93098.0,57.8,83843.0,42712837.0,83060.0,23517.99,11286.94,1.63,35.36,4.32,318.79
4448,second,may,2111-05-01,64,1188970.0,13961926.0,53118.24,282.0,16428115.0,7426.71,4684.0,93100.0,57.85,83854.0,42737790.0,83094.0,23523.35,11314.77,1.58,35.36,0.0,318.9
4449,second,may,2111-05-08,64,1189010.0,13962732.0,53117.3,283.0,16428271.0,7426.81,4684.0,93102.0,57.85,83851.0,42739146.0,83096.0,23523.68,11314.98,1.58,35.36,0.01,318.9
4450,second,may,2111-05-15,64,1188965.0,13945990.0,52609.34,275.0,16425669.0,7419.71,4672.0,93043.0,57.83,83790.0,42708299.0,83036.0,23491.4,11206.54,1.58,35.35,6.73,318.94
4451,second,may,2111-05-22,64,1188911.0,13947025.0,52592.18,275.0,16425893.0,7419.82,4672.0,93044.0,57.84,83792.0,42708967.0,83036.0,23491.99,11212.31,1.58,35.34,6.69,318.96
4452,second,may,2111-05-29,64,1189133.0,13952512.0,52648.4,279.0,16431233.0,7420.26,4672.0,93026.0,57.84,83813.0,42720308.0,83061.0,23491.41,11193.0,1.59,35.35,2.76,319.06
4453,second,jun,2111-06-05,64,1188527.0,13952661.0,48181.06,293.0,16423244.0,7419.73,4664.0,93005.0,57.8,83807.0,42703575.0,83020.0,23484.04,11316.0,1.54,35.35,19.94,319.07
4454,second,jun,2111-06-12,64,1188867.0,13947830.0,45833.38,308.0,16431523.0,7421.25,4662.0,93016.0,57.82,83834.0,42714921.0,83042.0,23481.47,11363.55,1.53,35.36,21.42,319.15
4455,second,jun,2111-06-19,64,1188855.0,13951599.0,42645.19,330.0,16433536.0,7417.22,4665.0,92886.0,57.83,83876.0,42752253.0,83089.0,23486.54,11340.55,1.54,35.37,16.57,319.24
4456,second,jun,2111-06-26,64,1189547.0,13958052.0,41966.29,305.0,16429263.0,7419.17,4665.0,92891.0,57.84,83892.0,42763053.0,83114.0,23494.13,11298.73,1.54,35.39,7.71,319.38
4457,third,jul,2111-07-03,64,1189576.0,13960856.0,42191.39,296.0,16435275.0,7427.02,4664.0,92895.0,57.83,83910.0,42773072.0,83138.0,23505.91,11304.02,1.56,35.4,17.45,319.43
4458,third,jul,2111-07-10,64,1189763.0,13964558.0,42536.73,298.0,16437991.0,7428.96,4673.0,92898.0,57.83,83919.0,42783739.0,83179.0,23511.51,11299.21,1.55,35.42,1.24,319.6
4459,third,jul,2111-07-17,64,1190304.0,13968740.0,42358.55,292.0,16442188.0,7430.77,4677.0,92914.0,57.83,83922.0,42796067.0,83202.0,23516.65,11304.64,1.56,35.42,0.0,319.72
4460,third,jul,2111-07-24,64,1190348.0,13968811.0,42210.6,293.0,16442244.0,7430.93,4677.0,92914.0,57.83,83922.0,42796656.0,83202.0,23516.81,11296.46,1.56,35.42,0.42,319.73
4461,third,jul,2111-07-31,64,1190354.0,13969168.0,42206.4,291.0,16442487.0,7430.96,4678.0,92914.0,57.83,83924.0,42796890.0,83202.0,23517.16,11294.43,1.56,35.42,0.42,319.73
4462,third,aug,2111-08-07,64,1190364.0,13969280.0,42341.65,291.0,16442767.0,7431.1,4678.0,92918.0,57.83,83925.0,42797585.0,83205.0,23517.23,11289.88,1.56,35.42,0.2,319.74
4463,third,aug,2111-08-14,64,1190343.0,13970404.0,37806.44,242.0,16440920.0,7434.12,4678.0,92882.0,57.84,83947.0,42819360.0,83234.0,23525.38,11340.22,1.56,35.4,0.0,319.74
4464,third,aug,2111-08-21,64,1190606.0,13973317.0,37716.49,236.0,16447279.0,7431.28,4680.0,92926.0,57.85,83998.0,42828398.0,83261.0,23532.92,11473.6,1.55,35.41,0.0,319.79
4465,third,aug,2111-08-28,64,1190985.0,13975749.0,35671.69,219.0,16451803.0,7433.04,4681.0,92876.0,57.85,84014.0,42839603.0,83282.0,23544.11,11461.92,1.55,35.42,0.0,319.84
4466,third,sep,2111-09-04,64,1191540.0,13974345.0,36022.44,217.0,16455811.0,7430.99,4683.0,92905.0,57.86,84034.0,42846687.0,83303.0,23550.15,11489.22,1.56,35.43,3.31,319.99
4467,third,sep,2111-09-11,64,1192733.0,13963759.0,37403.31,180.0,16465754.0,7430.97,4684.0,92965.0,57.85,84061.0,42853561.0,83342.0,23554.06,11436.23,1.56,35.42,2.08,320.11
4468,third,sep,2111-09-18,64,1192739.0,13966196.0,42156.92,141.0,16474383.0,7431.57,4686.0,92983.0,57.88,84079.0,42862112.0,83371.0,23559.22,11410.18,1.54,35.44,16.77,320.18
4469,third,sep,2111-09-25,64,1193993.0,14009103.0,55328.03,0.0,16501799.0,7445.7,4697.0,92813.0,57.87,84237.0,42989574.0,83412.0,23590.21,11398.8,1.45,35.5,18.9,320.77
4470,fourth,oct,2111-10-02,64,1194052.0,14012989.0,56186.69,86.0,16504601.0,7448.55,4698.0,92826.0,57.85,84237.0,43011422.0,83434.0,23594.31,11339.21,1.46,35.5,15.31,320.84
4471,fourth,oct,2111-10-09,64,1195276.0,14012136.0,59089.06,70.0,16509697.0,7445.44,4697.0,92876.0,57.87,84257.0,43020658.0,83462.0,23598.68,11324.69,1.47,35.52,9.9,320.92
4472,fourth,oct,2111-10-16,64,1195382.0,14013035.0,57516.82,98.0,16515913.0,7447.6,4699.0,92900.0,57.92,84294.0,43024184.0,83472.0,23600.29,11322.23,1.47,35.52,3.64,321.11
4473,fourth,oct,2111-10-23,64,1196223.0,14012899.0,53460.89,124.0,16519788.0,7449.38,4702.0,92914.0,57.95,84321.0,43026947.0,83508.0,23600.31,11409.41,1.48,35.5,1.22,321.18
4474,fourth,oct,2111-10-30,64,1199779.0,14025241.0,61894.69,108.0,16524114.0,7445.93,4735.0,92906.0,58.01,84340.0,43018633.0,83522.0,23617.83,11668.7,1.51,35.5,6.63,321.04
4475,fourth,nov,2111-11-06,64,1200118.0,14025209.0,60734.21,195.0,16531439.0,7446.9,4733.0,92967.0,58.0,84362.0,43027723.0,83536.0,23625.63,11661.7,1.51,35.49,5.35,321.1
4476,fourth,nov,2111-11-13,64,1199437.0,14026883.0,61936.57,217.0,16524620.0,7447.4,4730.0,92999.0,58.01,84379.0,43039442.0,83561.0,23634.39,11897.19,1.51,35.49,10.26,321.16
4477,fourth,nov,2111-11-20,64,1199805.0,14028730.0,62192.35,215.0,16528726.0,7449.47,4726.0,93147.0,57.99,84405.0,43040156.0,83584.0,23649.02,11833.34,1.57,35.49,8.33,321.25
4478,fourth,nov,2111-11-27,64,1199709.0,14044898.0,64049.81,213.0,16518633.0,7456.81,4729.0,93158.0,58.02,84446.0,43022966.0,83641.0,23639.32,11982.6,1.58,35.47,0.0,321.41
4479,fourth,dec,2111-12-04,64,1205698.0,14091399.0,66748.34,237.0,16544554.0,7474.6,4755.0,93136.0,57.84,84655.0,43174271.0,83664.0,23690.94,11783.45,1.47,35.54,0.0,321.91
4480,fourth,dec,2111-12-11,64,1206148.0,14092672.0,68092.32,245.0,16550819.0,7476.81,4758.0,93143.0,57.82,84675.0,43187222.0,83696.0,23694.4,11741.95,1.44,35.55,0.0,321.97
4481,fourth,dec,2111-12-18,64,1206973.0,14094509.0,68747.27,218.0,16556060.0,7505.22,4758.0,92993.0,57.93,84676.0,43205769.0,83759.0,23718.15,11698.72,1.44,35.51,0.0,321.99
4482,fourth,dec,2111-12-25,64,1206585.0,14093261.0,69592.1,205.0,16548981.0,7504.84,4760.0,93012.0,57.91,84701.0,43222344.0,83774.0,23724.9,11707.08,1.43,35.52,8.39,321.87
4483,first,jan,2112-01-01,64,1206967.0,14098627.0,73341.18,175.0,16549324.0,7504.88,4767.0,93036.0,57.9,84743.0,43230054.0,83785.0,23730.64,11828.21,1.42,35.51,15.31,321.95
4484,first,jan,2112-01-08,64,1205651.0,14104092.0,73607.38,177.0,16568207.0,7504.26,4770.0,92979.0,57.92,84777.0,43242325.0,83816.0,23731.72,11845.1,1.41,35.52,11.56,321.98
4485,first,jan,2112-01-15,64,1203696.0,14111161.0,73043.58,195.0,16568712.0,7507.15,4771.0,93019.0,57.93,84810.0,43253895.0,83842.0,23739.29,11937.76,1.41,35.56,10.16,322.18
4486,first,jan,2112-01-22,64,1204421.0,14114861.0,71079.8,198.0,16574341.0,7513.57,4771.0,93048.0,57.97,84832.0,43265129.0,83852.0,23745.47,11948.27,1.41,35.6,11.59,322.32
4487,first,jan,2112-01-29,64,1204751.0,14121789.0,71259.52,191.0,16578958.0,7514.49,4773.0,93058.0,57.98,84858.0,43276396.0,83898.0,23754.38,11988.4,1.41,35.6,8.46,322.41
4488,first,feb,2112-02-05,64,1204753.0,14121852.0,71295.01,191.0,16579077.0,7514.49,4773.0,93058.0,57.98,84859.0,43276720.0,83898.0,23755.19,11988.54,1.41,35.6,7.96,322.41
4489,first,feb,2112-02-12,64,1204602.0,14177918.0,72072.57,257.0,16642039.0,7540.31,4784.0,93300.0,58.04,84943.0,43363818.0,83977.0,23759.75,12036.0,1.18,35.52,0.0,322.93
4490,first,feb,2112-02-19,64,1204534.0,14179392.0,69864.52,176.0,16649315.0,7545.57,4787.0,93300.0,58.06,84980.0,43377849.0,84003.0,23760.05,11976.89,1.19,35.52,0.0,323.02
4491,first,feb,2112-02-26,64,1203836.0,14189597.0,69946.61,178.0,16648356.0,7548.92,4787.0,93309.0,58.03,84962.0,43401077.0,84155.0,23753.11,12185.01,1.2,35.54,0.0,323.39
4492,first,mar,2112-03-04,64,1207967.0,14215973.0,62077.08,311.0,16666769.0,7560.56,4806.0,93322.0,58.13,85337.0,43508179.0,84292.0,23798.27,12379.15,1.13,35.68,123.8,324.11
4493,first,mar,2112-03-11,64,1207842.0,14252000.0,62593.9,428.0,16681149.0,7563.3,4810.0,93315.0,58.13,85380.0,43501295.0,84358.0,23812.46,12411.98,1.13,35.68,121.61,324.09
4494,first,mar,2112-03-18,64,1207841.0,14252360.0,62440.1,428.0,16681150.0,7563.48,4810.0,93315.0,58.13,85380.0,43501813.0,84359.0,23812.49,12408.02,1.13,35.68,121.63,324.09
4495,first,mar,2112-03-25,64,1207601.0,14258378.0,64123.71,437.0,16699946.0,7565.06,4810.0,93327.0,58.16,85405.0,43508768.0,84383.0,23809.95,12329.24,1.12,35.69,127.22,324.3
4496,second,apr,2112-04-01,64,1207616.0,14258977.0,64109.72,437.0,16700071.0,7565.08,4810.0,93327.0,58.16,85406.0,43509569.0,84384.0,23810.31,12327.64,1.12,35.69,126.24,324.29
4497,second,apr,2112-04-08,64,1207811.0,14263214.0,63543.45,432.0,16706330.0,7567.91,4811.0,93385.0,58.18,85430.0,43523471.0,84414.0,23817.65,12448.52,1.12,35.72,125.4,324.49
4498,second,apr,2112-04-15,64,1207294.0,14254685.0,59684.63,434.0,16707979.0,7572.15,4812.0,93403.0,58.21,85443.0,43536076.0,84424.0,23825.18,12474.89,1.11,35.73,124.85,324.67
4499,second,apr,2112-04-22,64,1207295.0,14254838.0,59642.72,434.0,16707949.0,7572.49,4812.0,93403.0,58.21,85445.0,43536678.0,84425.0,23825.87,12474.77,1.11,35.73,124.71,324.67
4500,second,apr,2112-04-29,64,1207269.0,14255199.0,59565.45,434.0,16708068.0,7572.56,4812.0,93408.0,58.21,85448.0,43536709.0,84428.0,23826.31,12480.83,1.11,35.73,124.11,324.67
4501,second,may,2112-05-06,64,1207438.0,14258725.0,61015.99,478.0,16705643.0,7574.66,4816.0,93432.0,58.23,85473.0,43543545.0,84450.0,23832.46,12488.12,1.11,35.74,122.51,324.79
4502,second,may,2112-05-13,64,1207393.0,14260944.0,61088.4,503.0,16708805.0,7573.47,4814.0,93451.0,58.23,85501.0,43553030.0,84470.0,23837.66,12476.6,1.09,35.74,123.49,324.98
4503,second,may,2112-05-20,64,1208434.0,14269192.0,60585.41,491.0,16712197.0,7574.28,4810.0,93539.0,58.25,85527.0,43559585.0,84495.0,23845.83,12478.64,1.1,35.74,120.0,325.16
4504,second,may,2112-05-27,64,1209314.0,14272551.0,61241.95,481.0,16716137.0,7575.78,4819.0,93540.0,58.27,85568.0,43572902.0,84516.0,23854.85,12491.91,1.12,35.76,116.07,325.3
4505,second,jun,2112-06-03,64,1208677.0,14271345.0,60766.74,485.0,16716079.0,7575.58,4820.0,93540.0,58.3,85606.0,43581498.0,84539.0,23866.36,12628.91,1.13,35.77,105.61,325.34
4506,second,jun,2112-06-10,64,1208735.0,14271500.0,60828.93,486.0,16716267.0,7575.73,4820.0,93538.0,58.3,85608.0,43581647.0,84540.0,23866.79,12626.22,1.13,35.77,105.54,325.34
4507,second,jun,2112-06-17,64,1209033.0,14280640.0,63006.82,498.0,16728842.0,7574.72,4823.0,93562.0,58.3,85631.0,43598449.0,84541.0,23872.62,12625.88,1.14,35.8,102.28,325.44
4508,second,jun,2112-06-24,64,1209245.0,14281653.0,62307.64,501.0,16740220.0,7577.79,4821.0,93578.0,58.24,85634.0,43609997.0,84564.0,23878.1,12580.46,1.12,35.8,117.35,325.53
4509,third,jul,2112-07-01,64,1211247.0,14284733.0,61202.32,505.0,16743132.0,7578.85,4824.0,93598.0,58.25,85663.0,43620397.0,84595.0,23881.25,12572.94,1.12,35.8,117.37,325.63
4510,third,jul,2112-07-08,64,1210976.0,14292467.0,61307.87,507.0,16747262.0,7584.43,4825.0,93624.0,58.23,85683.0,43634682.0,84601.0,23895.24,12594.87,1.13,35.82,118.05,325.61
4511,third,jul,2112-07-15,64,1211215.0,14288862.0,61492.62,480.0,16752162.0,7588.32,4828.0,93627.0,58.26,85730.0,43635099.0,84625.0,23899.5,12645.9,1.12,35.85,116.57,325.67
4512,third,jul,2112-07-22,64,1211021.0,14292380.0,61393.03,488.0,16762642.0,7589.85,4828.0,93644.0,58.26,85725.0,43640813.0,84664.0,23905.41,12773.68,1.12,35.86,115.61,325.85
4513,third,jul,2112-07-29,64,1210919.0,14286043.0,61428.1,484.0,16766331.0,7592.44,4830.0,93640.0,58.23,85752.0,43633625.0,84670.0,23911.88,12785.25,1.11,35.86,110.95,325.96
4514,third,aug,2112-08-05,64,1210962.0,14289349.0,59839.39,480.0,16769999.0,7592.1,4834.0,93683.0,58.26,85772.0,43647571.0,84692.0,23919.54,12689.95,1.12,35.88,110.56,326.11
4515,third,aug,2112-08-12,64,1210745.0,14289619.0,61743.49,475.0,16776172.0,7594.98,4835.0,93712.0,58.32,85794.0,43658802.0,84693.0,23925.69,12739.22,1.12,35.88,110.88,326.18
4516,third,aug,2112-08-19,64,1210796.0,14289925.0,59579.08,516.0,16777576.0,7596.16,4833.0,93658.0,58.33,85811.0,43669884.0,84713.0,23930.64,12719.69,1.12,35.88,92.19,326.27
4517,third,aug,2112-08-26,64,1210779.0,14293360.0,61017.34,504.0,16780807.0,7597.1,4836.0,93674.0,58.34,85805.0,43672277.0,84741.0,23934.8,12792.7,1.1,35.86,104.62,326.34
4518,third,sep,2112-09-02,64,1210950.0,14298168.0,61062.63,484.0,16786291.0,7600.08,4842.0,93692.0,58.36,85823.0,43707980.0,84787.0,23938.04,12808.81,1.11,35.85,103.81,326.58
4519,third,sep,2112-09-09,64,1210672.0,14301934.0,59067.44,447.0,16788195.0,7601.96,4841.0,93735.0,58.46,85897.0,43704067.0,84841.0,23952.83,12318.56,1.11,35.91,97.42,326.77
4520,third,sep,2112-09-16,64,1211024.0,14310962.0,58957.99,447.0,16791541.0,7603.92,4842.0,93755.0,58.49,85936.0,43732527.0,84862.0,23958.34,12323.19,1.13,35.93,94.13,327.23
4521,third,sep,2112-09-23,64,1211141.0,14305739.0,58995.96,446.0,16798426.0,7604.0,4843.0,93866.0,58.48,85931.0,43763865.0,84903.0,23959.43,12381.59,1.13,35.93,89.06,326.98
4522,third,sep,2112-09-30,64,1211293.0,14313686.0,58773.14,453.0,16797370.0,7600.74,4844.0,93902.0,58.46,85921.0,43755957.0,84949.0,23946.11,12384.5,1.17,35.94,63.68,327.34
4523,fourth,oct,2112-10-07,64,1211520.0,14317481.0,59892.27,437.0,16798172.0,7602.67,4845.0,93896.0,58.49,85920.0,43766059.0,84964.0,23958.31,12395.92,1.2,35.95,61.02,327.41
4524,fourth,oct,2112-10-14,64,1210957.0,14329833.0,59554.12,448.0,16817006.0,7602.83,4847.0,94031.0,58.59,85922.0,43799140.0,85062.0,23997.27,12424.61,1.2,35.92,59.09,327.62
4525,fourth,oct,2112-10-21,64,1213811.0,14332199.0,58683.67,489.0,16820281.0,7596.54,4848.0,94049.0,58.6,85910.0,43828777.0,85100.0,24007.06,12445.73,1.22,35.93,56.84,327.68
4526,fourth,oct,2112-10-28,64,1214485.0,14340310.0,57628.88,489.0,16824734.0,7592.75,4845.0,94059.0,58.61,85926.0,43840422.0,85114.0,24010.62,12485.99,1.21,35.94,48.89,327.74
4527,fourth,nov,2112-11-04,64,1214683.0,14337870.0,57305.43,476.0,16814440.0,7599.02,4846.0,94167.0,58.7,85977.0,43843848.0,85102.0,24049.71,12505.8,1.2,35.91,44.36,327.53
4528,fourth,nov,2112-11-11,64,1214742.0,14309180.0,46928.5,491.0,16811898.0,7613.53,4856.0,94311.0,58.83,86266.0,43982404.0,85217.0,24079.9,12237.3,1.27,36.0,23.21,327.89
4529,fourth,nov,2112-11-18,64,1214739.0,14309209.0,46905.02,492.0,16811820.0,7613.55,4856.0,94312.0,58.84,86267.0,43982674.0,85217.0,24080.27,12249.42,1.27,36.0,23.2,327.89
4530,fourth,nov,2112-11-25,64,1215294.0,14313893.0,45488.05,520.0,16821435.0,7615.6,4858.0,94328.0,58.89,86294.0,43996983.0,85240.0,24086.54,12397.12,1.25,36.01,21.59,327.73
4531,fourth,dec,2112-12-02,64,1215553.0,14316700.0,44532.51,507.0,16823392.0,7616.41,4860.0,94366.0,58.96,86321.0,44018854.0,85259.0,24093.88,12406.27,1.25,36.02,22.74,327.81
4532,fourth,dec,2112-12-09,64,1213811.0,14322567.0,51133.81,439.0,16834702.0,7623.55,4862.0,94341.0,58.97,86318.0,44063521.0,85285.0,24097.15,12406.68,1.24,36.02,28.1,328.45
4533,fourth,dec,2112-12-16,64,1214111.0,14327435.0,50552.44,444.0,16834312.0,7625.37,4863.0,94312.0,58.98,86373.0,44086488.0,85306.0,24100.26,12264.14,1.24,36.03,27.7,328.4
4534,fourth,dec,2112-12-23,64,1214281.0,14319945.0,50485.46,465.0,16838848.0,7630.19,4865.0,94307.0,59.04,86430.0,44085860.0,85312.0,24101.57,12271.1,1.25,36.04,18.51,328.44
4535,fourth,dec,2112-12-30,64,1214710.0,14329880.0,52442.62,398.0,16842758.0,7629.65,4870.0,94283.0,59.06,86450.0,44099031.0,85328.0,24108.71,12230.3,1.26,36.06,10.35,328.35
4536,first,jan,2113-01-06,64,1215475.0,14332496.0,52190.45,393.0,16846394.0,7631.76,4872.0,94324.0,59.04,86502.0,44110007.0,85384.0,24114.93,12385.74,1.28,36.07,35.51,328.6
4537,first,jan,2113-01-13,64,1215414.0,14325212.0,55932.45,432.0,16830809.0,7629.61,4872.0,94256.0,59.01,86462.0,44070471.0,85274.0,24112.38,12344.88,1.29,36.05,38.8,328.7
4538,first,jan,2113-01-20,64,1215166.0,14327522.0,56850.68,468.0,16836543.0,7631.14,4873.0,94296.0,59.02,86497.0,44096911.0,85295.0,24119.55,12372.8,1.29,36.03,46.57,328.78
4539,first,jan,2113-01-27,64,1217255.0,14334447.0,56565.22,471.0,16845409.0,7628.84,4874.0,94303.0,59.05,86507.0,44113838.0,85326.0,24127.57,12441.9,1.29,36.05,44.31,328.88
4540,first,feb,2113-02-03,64,1218038.0,14330647.0,56530.72,462.0,16859473.0,7630.17,4878.0,94367.0,59.07,86542.0,44118366.0,85350.0,24138.83,12331.13,1.29,36.06,31.56,328.94
4541,first,feb,2113-02-10,64,1218576.0,14335289.0,57248.05,394.0,16864884.0,7631.75,4880.0,94410.0,59.08,86560.0,44144247.0,85374.0,24146.01,12317.1,1.29,36.06,32.36,329.04
4542,first,feb,2113-02-17,64,1219136.0,14339726.0,56577.33,384.0,16869227.0,7633.56,4888.0,94397.0,59.07,86587.0,44157914.0,85387.0,24153.28,12338.31,1.3,36.07,32.88,329.14
4543,first,feb,2113-02-24,64,1219504.0,14343873.0,56051.66,388.0,16863342.0,7633.97,4890.0,94426.0,59.09,86635.0,44160709.0,85408.0,24160.75,12366.83,1.3,36.09,34.71,329.21
4544,first,mar,2113-03-03,64,1219490.0,14344109.0,56070.13,389.0,16863282.0,7634.06,4890.0,94426.0,59.09,86637.0,44161040.0,85410.0,24160.87,12366.66,1.3,36.09,34.74,329.21
4545,first,mar,2113-03-10,64,1219572.0,14339683.0,56422.4,406.0,16870123.0,7637.67,4903.0,94429.0,59.11,86669.0,44175602.0,85443.0,24169.47,12362.08,1.3,36.12,22.6,329.27
4546,first,mar,2113-03-17,64,1219822.0,14338139.0,56380.72,443.0,16870346.0,7639.88,4901.0,94466.0,59.15,86711.0,44187230.0,85444.0,24175.31,12343.14,1.3,36.13,21.01,329.43
4547,first,mar,2113-03-24,64,1220237.0,14341635.0,57975.22,437.0,16873639.0,7643.32,4902.0,94476.0,59.18,86725.0,44196785.0,85507.0,24181.56,12378.37,1.29,36.14,24.97,329.66
4548,first,mar,2113-03-31,64,1220249.0,14347426.0,57959.39,448.0,16877247.0,7648.85,4904.0,94391.0,59.18,86745.0,44211162.0,85530.0,24187.24,12245.58,1.29,36.14,20.35,329.72
4549,second,apr,2113-04-07,64,1220910.0,14380103.0,44340.66,625.0,16894840.0,7660.45,4913.0,94665.0,59.53,86914.0,44398133.0,85633.0,24203.09,11657.35,1.33,36.2,0.0,330.99
4550,second,apr,2113-04-14,64,1221191.0,14389345.0,43707.12,619.0,16897740.0,7662.58,4915.0,94694.0,59.55,86933.0,44414213.0,85653.0,24212.24,11663.19,1.32,36.22,0.0,331.24
4551,second,apr,2113-04-21,64,1221400.0,14380728.0,43878.7,614.0,16889117.0,7662.07,4907.0,94642.0,59.62,86841.0,44384342.0,85650.0,24209.64,11769.18,1.34,36.18,11.13,331.14
4552,second,apr,2113-04-28,64,1221794.0,14375809.0,43103.74,630.0,16896463.0,7666.17,4909.0,94786.0,59.64,86865.0,44396865.0,85672.0,24216.56,11715.88,1.35,36.19,11.58,331.29
4553,second,may,2113-05-05,64,1222198.0,14381002.0,41287.92,632.0,16901427.0,7668.66,4911.0,94728.0,59.66,86886.0,44415869.0,85688.0,24220.1,11716.55,1.34,36.21,6.96,331.41
4554,second,may,2113-05-12,64,1222641.0,14384788.0,39401.05,525.0,16904265.0,7669.01,4912.0,94780.0,59.71,86907.0,44440166.0,85714.0,24227.13,11837.6,1.3,36.23,0.0,331.58
4555,second,may,2113-05-19,64,1223513.0,14380140.0,40969.12,527.0,16914761.0,7669.9,4917.0,94753.0,59.7,86930.0,44451041.0,85744.0,24233.61,11833.73,1.31,36.23,0.0,331.65
4556,second,may,2113-05-26,64,1223336.0,14367109.0,36265.95,526.0,16916410.0,7675.08,4917.0,94802.0,59.73,86991.0,44454349.0,85741.0,24249.22,11314.12,1.3,36.23,0.0,331.74
4557,second,jun,2113-06-02,64,1223746.0,14372331.0,36643.24,507.0,16926833.0,7675.97,4921.0,94831.0,59.68,87017.0,44465168.0,85762.0,24254.03,11357.18,1.3,36.24,0.42,332.0
4558,second,jun,2113-06-09,64,1224021.0,14375858.0,33728.14,495.0,16934336.0,7677.87,4926.0,94839.0,59.71,87032.0,44464653.0,85800.0,24266.24,11545.13,1.31,36.25,9.91,331.99
4559,second,jun,2113-06-16,64,1225479.0,14383177.0,31769.58,548.0,16936459.0,7678.61,4929.0,94869.0,59.72,87032.0,44467137.0,85819.0,24275.95,11581.79,1.31,36.26,3.08,332.1
4560,second,jun,2113-06-23,64,1225554.0,14391636.0,32305.55,555.0,16946878.0,7685.56,4934.0,94923.0,59.72,87057.0,44483696.0,85837.0,24296.87,11641.75,1.34,36.27,12.82,332.22
4561,second,jun,2113-06-30,64,1227283.0,14343270.0,32763.49,553.0,16969169.0,7701.73,4935.0,95060.0,59.73,87053.0,44474776.0,85848.0,24324.4,11597.06,1.34,36.28,14.13,332.36
4562,third,jul,2113-07-07,64,1226996.0,14342213.0,33176.54,567.0,16966871.0,7699.17,4934.0,95062.0,59.69,87056.0,44461475.0,85805.0,24315.63,11813.58,1.34,36.28,16.32,332.22
4563,third,jul,2113-07-14,64,1227246.0,14352869.0,34225.74,586.0,16968842.0,7701.41,4934.0,95004.0,59.67,87076.0,44450581.0,85804.0,24319.58,11739.7,1.36,36.29,8.36,332.32
4564,third,jul,2113-07-21,64,1227471.0,14357562.0,35409.55,577.0,16979632.0,7704.04,4937.0,95013.0,59.69,87111.0,44458547.0,85808.0,24323.9,11751.33,1.35,36.3,3.53,332.39
4565,third,jul,2113-07-28,64,1227682.0,14358820.0,33697.5,583.0,16985249.0,7708.11,4936.0,95026.0,59.68,87139.0,44458980.0,85826.0,24330.5,11725.19,1.32,36.31,0.0,332.36
4566,third,aug,2113-08-04,64,1228004.0,14354693.0,32718.72,585.0,16988543.0,7710.21,4934.0,95053.0,59.69,87156.0,44473814.0,85868.0,24343.1,11730.76,1.32,36.33,1.13,332.48
4567,third,aug,2113-08-11,64,1228394.0,14350531.0,29021.68,574.0,16992523.0,7712.89,4932.0,95068.0,59.71,87167.0,44481898.0,85875.0,24348.79,11729.12,1.33,36.33,4.14,332.51
4568,third,aug,2113-08-18,64,1229601.0,14299419.0,24958.61,549.0,17007556.0,7720.68,4939.0,95560.0,59.88,87372.0,44560030.0,85962.0,24491.13,10735.62,1.33,36.32,51.04,333.54
4569,third,aug,2113-08-25,64,1229630.0,14299629.0,24895.78,549.0,17007689.0,7720.63,4939.0,95561.0,59.88,87374.0,44560432.0,85964.0,24491.37,10737.84,1.33,36.32,51.06,333.54
